adm1_name,year_month,value,indicator,date,country
Isiolo,2013-03,1,conflict_events,2013-03-01,Kenya
Isiolo,2013-09,1,conflict_events,2013-09-01,Kenya
Isiolo,2014-11,1,conflict_events,2014-11-01,Kenya
Isiolo,2015-06,1,conflict_events,2015-06-01,Kenya
Isiolo,2015-07,1,conflict_events,2015-07-01,Kenya
Isiolo,2016-01,1,conflict_events,2016-01-01,Kenya
Isiolo,2016-08,2,conflict_events,2016-08-01,Kenya
Isiolo,2016-09,2,conflict_events,2016-09-01,Kenya
Isiolo,2017-02,2,conflict_events,2017-02-01,Kenya
Isiolo,2017-03,4,conflict_events,2017-03-01,Kenya
Isiolo,2017-05,1,conflict_events,2017-05-01,Kenya
Isiolo,2017-06,1,conflict_events,2017-06-01,Kenya
Isiolo,2017-07,1,conflict_events,2017-07-01,Kenya
Isiolo,2017-09,1,conflict_events,2017-09-01,Kenya
Isiolo,2017-11,2,conflict_events,2017-11-01,Kenya
Isiolo,2018-02,3,conflict_events,2018-02-01,Kenya
Isiolo,2018-05,6,conflict_events,2018-05-01,Kenya
Isiolo,2018-11,4,conflict_events,2018-11-01,Kenya
Isiolo,2019-05,3,conflict_events,2019-05-01,Kenya
Isiolo,2019-06,2,conflict_events,2019-06-01,Kenya
Isiolo,2019-07,1,conflict_events,2019-07-01,Kenya
Isiolo,2019-09,3,conflict_events,2019-09-01,Kenya
Isiolo,2020-10,2,conflict_events,2020-10-01,Kenya
Isiolo,2020-11,1,conflict_events,2020-11-01,Kenya
Isiolo,2020-12,1,conflict_events,2020-12-01,Kenya
Isiolo,2021-01,2,conflict_events,2021-01-01,Kenya
Isiolo,2021-03,2,conflict_events,2021-03-01,Kenya
Isiolo,2021-04,1,conflict_events,2021-04-01,Kenya
Isiolo,2021-05,4,conflict_events,2021-05-01,Kenya
Isiolo,2021-06,3,conflict_events,2021-06-01,Kenya
Isiolo,2021-07,4,conflict_events,2021-07-01,Kenya
Isiolo,2021-09,2,conflict_events,2021-09-01,Kenya
Isiolo,2021-12,2,conflict_events,2021-12-01,Kenya
Isiolo,2022-01,4,conflict_events,2022-01-01,Kenya
Isiolo,2022-02,2,conflict_events,2022-02-01,Kenya
Isiolo,2022-03,4,conflict_events,2022-03-01,Kenya
Isiolo,2022-04,1,conflict_events,2022-04-01,Kenya
Isiolo,2022-05,2,conflict_events,2022-05-01,Kenya
Isiolo,2022-06,3,conflict_events,2022-06-01,Kenya
Isiolo,2022-07,1,conflict_events,2022-07-01,Kenya
Isiolo,2022-08,4,conflict_events,2022-08-01,Kenya
Isiolo,2022-09,2,conflict_events,2022-09-01,Kenya
Isiolo,2022-11,4,conflict_events,2022-11-01,Kenya
Isiolo,2022-12,3,conflict_events,2022-12-01,Kenya
Isiolo,2023-01,2,conflict_events,2023-01-01,Kenya
Isiolo,2023-02,3,conflict_events,2023-02-01,Kenya
Isiolo,2023-03,2,conflict_events,2023-03-01,Kenya
Isiolo,2023-04,1,conflict_events,2023-04-01,Kenya
Isiolo,2023-05,2,conflict_events,2023-05-01,Kenya
Isiolo,2023-06,2,conflict_events,2023-06-01,Kenya
Isiolo,2023-07,1,conflict_events,2023-07-01,Kenya
Isiolo,2023-09,3,conflict_events,2023-09-01,Kenya
Isiolo,2023-11,3,conflict_events,2023-11-01,Kenya
Isiolo,2023-12,3,conflict_events,2023-12-01,Kenya
Isiolo,2024-01,1,conflict_events,2024-01-01,Kenya
Isiolo,2024-02,3,conflict_events,2024-02-01,Kenya
Isiolo,2024-03,1,conflict_events,2024-03-01,Kenya
Isiolo,2024-04,2,conflict_events,2024-04-01,Kenya
Isiolo,2024-07,1,conflict_events,2024-07-01,Kenya
Isiolo,2024-08,1,conflict_events,2024-08-01,Kenya
Isiolo,2024-09,3,conflict_events,2024-09-01,Kenya
Isiolo,2024-10,1,conflict_events,2024-10-01,Kenya
Isiolo,2024-11,2,conflict_events,2024-11-01,Kenya
Isiolo,2025-01,1,conflict_events,2025-01-01,Kenya
Isiolo,2025-02,4,conflict_events,2025-02-01,Kenya
Isiolo,2025-03,3,conflict_events,2025-03-01,Kenya
Isiolo,2025-04,2,conflict_events,2025-04-01,Kenya
Isiolo,2025-05,2,conflict_events,2025-05-01,Kenya
Isiolo,2025-06,7,conflict_events,2025-06-01,Kenya
Isiolo,2025-07,5,conflict_events,2025-07-01,Kenya
Isiolo,2025-08,2,conflict_events,2025-08-01,Kenya
Isiolo,2025-09,2,conflict_events,2025-09-01,Kenya
Isiolo,2025-10,4,conflict_events,2025-10-01,Kenya
Isiolo,2025-11,1,conflict_events,2025-11-01,Kenya
Isiolo,2025-12,4,conflict_events,2025-12-01,Kenya
Isiolo,2026-01,3,conflict_events,2026-01-01,Kenya
Isiolo,2026-02,6,conflict_events,2026-02-01,Kenya
Isiolo,2026-03,3,conflict_events,2026-03-01,Kenya
Kajiado,2000-04,1,conflict_events,2000-04-01,Kenya
Kajiado,2000-06,1,conflict_events,2000-06-01,Kenya
Kajiado,2000-10,1,conflict_events,2000-10-01,Kenya
Kajiado,2002-03,1,conflict_events,2002-03-01,Kenya
Kajiado,2004-03,1,conflict_events,2004-03-01,Kenya
Kajiado,2005-01,1,conflict_events,2005-01-01,Kenya
